Accession,Release_Date,Species,Length,Geo_Location,U.S._State,Host,Isolation_Source,Collection_Date
MT585023,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29824,USA: Michigan,MI,Homo sapiens,swab,4/29/2020
MT585024,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29824,USA: Michigan,MI,Homo sapiens,swab,4/29/2020
MT585025,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29826,USA: Michigan,MI,Homo sapiens,swab,4/29/2020
MT585026,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29816,USA: Michigan,MI,Homo sapiens,swab,4/29/2020
MT585027,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,USA: Michigan,MI,Homo sapiens,swab,4/29/2020
MT585028,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29824,USA: Michigan,MI,Homo sapiens,swab,4/29/2020
MT585029,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,USA: Michigan,MI,Homo sapiens,swab,4/29/2020
MT585030,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29826,USA: Michigan,MI,Homo sapiens,swab,4/29/2020
MT585031,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29826,USA: Michigan,MI,Homo sapiens,swab,4/29/2020
MT585032,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29826,USA: Michigan,MI,Homo sapiens,swab,4/29/2020
MT585033,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29824,USA: Michigan,MI,Homo sapiens,swab,4/29/2020
MT585034,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29825,USA: Michigan,MI,Homo sapiens,swab,4/29/2020
MT585035,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29801,USA: Michigan,MI,Homo sapiens,swab,4/29/2020
MT585036,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,USA: Michigan,MI,Homo sapiens,swab,4/29/2020
MT585037,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29803,USA: Michigan,MI,Homo sapiens,swab,4/29/2020
MT585038,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29824,USA: Michigan,MI,Homo sapiens,swab,4/29/2020
MT585039,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29825,USA: Michigan,MI,Homo sapiens,swab,4/29/2020
MT585040,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29824,USA: Michigan,MI,Homo sapiens,swab,4/29/2020
MT585041,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29824,USA: Michigan,MI,Homo sapiens,swab,4/29/2020
MT585042,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29824,USA: Michigan,MI,Homo sapiens,swab,4/29/2020
MT585043,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29826,USA: Michigan,MI,Homo sapiens,swab,4/29/2020
MT585044,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29830,USA: Michigan,MI,Homo sapiens,swab,4/29/2020
MT585045,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,USA: Michigan,MI,Homo sapiens,swab,4/29/2020
MT585046,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,USA: Michigan,MI,Homo sapiens,swab,4/29/2020
MT585047,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29824,USA: Michigan,MI,Homo sapiens,swab,4/29/2020
MT585048,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: Michigan,MI,Homo sapiens,swab,4/29/2020
MT585049,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29825,USA: Michigan,MI,Homo sapiens,swab,4/29/2020
MT585050,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29826,USA: Michigan,MI,Homo sapiens,swab,4/30/2020
MT585051,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,USA: Michigan,MI,Homo sapiens,swab,4/30/2020
MT585052,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29824,USA: Michigan,MI,Homo sapiens,swab,4/30/2020
MT585053,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,USA: Michigan,MI,Homo sapiens,swab,4/30/2020
MT585054,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,USA: Michigan,MI,Homo sapiens,swab,4/30/2020
MT585055,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29825,USA: Michigan,MI,Homo sapiens,swab,4/30/2020
MT585056,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29826,USA: Michigan,MI,Homo sapiens,swab,4/30/2020
MT585057,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29823,USA: Michigan,MI,Homo sapiens,swab,4/30/2020
MT585058,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29824,USA: Michigan,MI,Homo sapiens,swab,4/30/2020
MT585059,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29824,USA: Michigan,MI,Homo sapiens,swab,4/30/2020
MT585060,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29814,USA: Michigan,MI,Homo sapiens,swab,4/30/2020
MT585061,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29825,USA: Michigan,MI,Homo sapiens,swab,4/30/2020
MT585062,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29789,USA: Michigan,MI,Homo sapiens,swab,4/30/2020
MT585063,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29824,USA: Michigan,MI,Homo sapiens,swab,4/30/2020
MT585064,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29826,USA: Michigan,MI,Homo sapiens,swab,4/30/2020
MT585065,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29824,USA: Michigan,MI,Homo sapiens,swab,4/30/2020
MT585066,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29824,USA: Michigan,MI,Homo sapiens,swab,4/30/2020
MT585067,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29825,USA: Michigan,MI,Homo sapiens,swab,4/30/2020
MT585068,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29824,USA: Michigan,MI,Homo sapiens,swab,4/30/2020
MT585069,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: Michigan,MI,Homo sapiens,swab,4/30/2020
MT585070,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29823,USA: Michigan,MI,Homo sapiens,swab,4/30/2020
MT585071,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29826,USA: Michigan,MI,Homo sapiens,swab,4/30/2020
MT585072,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29824,USA: Michigan,MI,Homo sapiens,swab,4/30/2020
MT585073,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29854,USA: Michigan,MI,Homo sapiens,swab,4/30/2020
MT585074,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: Michigan,MI,Homo sapiens,swab,4/30/2020
MT585075,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29790,USA: Michigan,MI,Homo sapiens,swab,4/30/2020
MT585076,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29795,USA: Michigan,MI,Homo sapiens,swab,4/30/2020
MT585077,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29788,USA: Michigan,MI,Homo sapiens,swab,4/30/2020
MT585078,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29824,USA: Michigan,MI,Homo sapiens,swab,4/30/2020
MT585079,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29807,USA: Michigan,MI,Homo sapiens,swab,5/1/2020
MT585080,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,USA: Michigan,MI,Homo sapiens,swab,5/1/2020
MT585082,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,USA,,Homo sapiens,oronasopharynx,4/6/2020
MT585083,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29776,USA,,Homo sapiens,oronasopharynx,4/6/2020
MT585084,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29776,USA,,Homo sapiens,oronasopharynx,4/4/2020
MT585085,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,USA,,Homo sapiens,oronasopharynx,4/6/2020
MT585086,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,USA,,Homo sapiens,oronasopharynx,4/6/2020
MT585087,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,USA,,Homo sapiens,oronasopharynx,4/4/2020
MT585088,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,USA,,Homo sapiens,oronasopharynx,4/4/2020
MT585089,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,USA,,Homo sapiens,oronasopharynx,4/3/2020
MT585090,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,USA,,Homo sapiens,oronasopharynx,4/4/2020
MT585091,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,USA,,Homo sapiens,oronasopharynx,4/3/2020
MT585092,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29776,USA,,Homo sapiens,oronasopharynx,4/4/2020
MT585093,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,USA,,Homo sapiens,oronasopharynx,4/3/2020
MT585094,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,USA,,Homo sapiens,oronasopharynx,4/4/2020
MT585095,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,USA,,Homo sapiens,oronasopharynx,4/7/2020
MT585096,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,USA,,Homo sapiens,oronasopharynx,4/6/2020
MT585097,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,USA,,Homo sapiens,oronasopharynx,4/7/2020
MT585098,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,USA,,Homo sapiens,oronasopharynx,4/8/2020
MT585099,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,USA,,Homo sapiens,oronasopharynx,4/6/2020
MT585100,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,USA,,Homo sapiens,oronasopharynx,4/4/2020
MT585101,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,USA,,Homo sapiens,oronasopharynx,4/6/2020
MT585102,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,USA,,Homo sapiens,oronasopharynx,4/3/2020
MT585103,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,USA,,Homo sapiens,oronasopharynx,4/4/2020
MT585104,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,USA,,Homo sapiens,oronasopharynx,4/6/2020
MT585105,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29487,USA,,Homo sapiens,oronasopharynx,4/6/2020
MT578015,2020-06-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,USA,,Homo sapiens,oronasopharynx,5/11/2020
MT520172,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29860,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/22/2020
MT520173,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/1/2020
MT520174,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29877,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/4/2020
MT520175,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29682,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/1/2020
MT520176,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29845,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/25/2020
MT520177,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29855,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/25/2020
MT520178,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29870,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/7/2020
MT520179,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/24/2020
MT520180,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/25/2020
MT520181,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/7/2020
MT520182,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29838,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/26/2020
MT520183,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29833,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/27/2020
MT520184,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/25/2020
MT520185,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/27/2020
MT520186,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29830,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/25/2020
MT520187,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29891,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/7/2020
MT520188,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29844,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/27/2020
MT520189,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29872,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/26/2020
MT520190,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29758,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/28/2020
MT520191,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29860,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/4/2020
MT520192,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29856,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/7/2020
MT520193,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29853,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/22/2020
MT520194,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/25/2020
MT520195,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29848,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/1/2020
MT520196,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29825,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/6/2020
MT520197,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29897,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/25/2020
MT520198,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29856,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/8/2020
MT520199,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29851,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/26/2020
MT520200,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29861,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/22/2020
MT520201,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29869,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/25/2020
MT520202,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29687,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/6/2020
MT520203,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/25/2020
MT520204,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/28/2020
MT520205,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29760,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/7/2020
MT520206,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29849,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/1/2020
MT520207,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/6/2020
MT520208,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29799,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/1/2020
MT520209,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29851,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/28/2020
MT520210,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/3/2020
MT520211,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29667,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/24/2020
MT520212,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/28/2020
MT520213,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29824,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/20/2020
MT520214,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29850,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/2/2020
MT520215,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29849,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/22/2020
MT520216,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29848,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/1/2020
MT520217,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/27/2020
MT520218,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29875,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/25/2020
MT520219,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29850,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/1/2020
MT520220,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29898,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/24/2020
MT520221,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29848,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/21/2020
MT520222,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29844,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/6/2020
MT520223,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29855,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/1/2020
MT520224,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/24/2020
MT520225,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29836,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/26/2020
MT520226,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29703,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/1/2020
MT520227,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29751,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/4/2020
MT520228,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29842,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/6/2020
MT520229,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29832,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/23/2020
MT520230,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/1/2020
MT520231,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29870,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/27/2020
MT520232,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29840,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/1/2020
MT520233,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/7/2020
MT520234,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29855,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/4/2020
MT520235,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29851,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/1/2020
MT520236,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29872,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/28/2020
MT520237,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29891,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/6/2020
MT520238,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29830,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/28/2020
MT520239,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/1/2020
MT520240,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29846,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/4/2020
MT520241,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/22/2020
MT520242,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29712,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/20/2020
MT520243,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29804,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/4/2020
MT520244,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/1/2020
MT520245,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29877,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/26/2020
MT520246,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29853,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/1/2020
MT520247,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/1/2020
MT520248,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/6/2020
MT520249,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/23/2020
MT520250,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/25/2020
MT520251,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/4/2020
MT520252,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29855,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/4/2020
MT520253,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29794,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/18/2020
MT520254,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29797,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/26/2020
MT520255,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/22/2020
MT520256,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/1/2020
MT520257,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/19/2020
MT520258,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29880,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/26/2020
MT520259,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/25/2020
MT520260,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/27/2020
MT520261,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/22/2020
MT520262,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/6/2020
MT520263,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29849,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/6/2020
MT520264,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/2/2020
MT520265,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29842,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/4/2020
MT520266,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29881,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/6/2020
MT520267,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29814,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/28/2020
MT520268,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29684,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/1/2020
MT520269,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29772,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,3/28/2020
MT520270,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29840,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,4/1/2020
